annotation_id,comparison_id,fsfairx_score_a,fsfairx_score_b,score_gap_abs,diverging_score
SV1_0199,c82e27a310284c78834b033d84e1f69e,-3.9375,0.8125,4.75,-4.75
SV1_0200,89279c2ef21c4400afa7c892097adb38,-3.09375,-3.078125,0.015625,-0.015625
SV1_0201,6e5948cea7b94e77b80f328488f4c7d2,-2.296875,-1.4375,0.859375,-0.859375
SV1_0202,a4cabb49401d48739645f96111d017c2,-1.796875,-6.46875,4.671875,-4.671875
SV1_0203,e58045ae470b44c6b9ab48f675ae546d,-5.28125,-7.96875,2.6875,-2.6875
SV1_0204,4b3841dfb2944b84a5b798895f7f516b,-4.90625,2.4375,7.34375,-7.34375
SV1_0205,560ec18d03ec4029bb6fc0d4b78aa330,-9.625,-4.9375,4.6875,-4.6875
SV1_0206,722a65d7abda468089779b54914b304b,-1.5546875,3.734375,5.2890625,-5.2890625
SV1_0207,ecee61b37c574094b5aa7905c22fe8d5,-7.125,-6.15625,0.96875,-0.96875
SV1_0208,6852f1f8c61d4145925f39420e534591,-4.4375,-3.21875,1.21875,-1.21875
SV1_0209,758933b91f89404bbdf046232bba1b83,-4.65625,5.15625,9.8125,-9.8125
SV1_0210,0afdd692104c4f8bbde60620eaaa2da8,-4.78125,-6.59375,1.8125,-1.8125
SV1_0211,8d17149e799a455388a800e3758c1fbe,-7.09375,-3.28125,3.8125,-3.8125
SV1_0212,0e3b3efb6a80429fa39a3d9758d17187,4.8125,2.90625,1.90625,-1.90625
SV1_0213,a4b7ba13540f41c7811a9f226c9b05dc,-6.5,-6.25,0.25,-0.25
SV1_0214,85b785157e9e41e68f576e1638f42dad,-3.03125,-0.80078125,2.23046875,-2.23046875
SV1_0215,c055d72801ca45a4a44f9cdb87a4b949,-2.875,0.546875,3.421875,-3.421875
SV1_0216,c321bb829ab246ad9f1c0b97c9b977f3,-0.2275390625,0.322265625,0.5498046875,-0.5498046875
SV1_0217,f74317f8bf6b4020b2a34e0f5e8991c5,-6.3125,-0.25390625,6.05859375,-6.05859375
SV1_0218,1f5e2f423e7e427ab42aead755f6fe33,-7.0625,-4.90625,2.15625,-2.15625
SV1_0219,4d3596639e694dba80c51fc2cbf0556c,-6.4375,-3.40625,3.03125,-3.03125
SV1_0220,58ddccc9bb66440681f63daf01920812,-7.375,-4.875,2.5,-2.5
SV1_0221,da94456d2069457d942e0f3ecab29710,-2.84375,-4.46875,1.625,-1.625
SV1_0222,f53bc9cbc82b442ba393efc770994641,-7.125,0.92578125,8.05078125,-8.05078125
SV1_0223,91d5bfdd00eb45a9ab7c5618b12a8b02,-1.9296875,-2.5625,0.6328125,-0.6328125
SV1_0224,13b912b193b24c9992f97b305ff2ccc1,-4.25,-0.28515625,3.96484375,-3.96484375
SV1_0225,af92a2aef78b46a39644b00b46c462a7,-6.09375,-7.625,1.53125,-1.53125
SV1_0226,4010d6a10e1e43e5b5d80a71c10b7f66,-5.65625,-2.4375,3.21875,-3.21875
SV1_0227,aed8a3a249c647859c6a1dbec4f5a6ff,-1.4453125,1.40625,2.8515625,-2.8515625
SV1_0228,8ba880f9bd7848d7babb37c9bef1883e,-2.859375,-2.296875,0.5625,-0.5625
SV1_0229,f943ac89a45649e58ff0c0e0d7f47d84,-6.53125,-9.0625,2.53125,-2.53125
SV1_0230,f3d18917fa27412a9cd1400cc6701dde,-3.265625,-1.9140625,1.3515625,-1.3515625
SV1_0231,04d89ec925e145bd832ba6be3a84c96e,-9.125,-5.09375,4.03125,-4.03125
SV1_0232,f99d40429f424da0a388474b08709011,-7.0625,0.9765625,8.0390625,-8.0390625
SV1_0233,d31a28521a65450983d0012149125fa8,-3.421875,-3.296875,0.125,-0.125
SV1_0234,c5d899df113f440f93b96213b6684e19,-8.5,-11.0625,2.5625,-2.5625
SV1_0235,eb50b164056441e2aeeda14fe1c147a1,-2.265625,4.5,6.765625,-6.765625
SV1_0236,9272d8b069824f6caf3cfe375ba9d9cb,-2.015625,-0.73828125,1.27734375,-1.27734375
SV1_0237,26a785a0efbf42f2aaac85c60d97034a,-3.3125,-0.7265625,2.5859375,-2.5859375
SV1_0238,3da15deef4a14f23a09af7af70f5a093,-3.484375,1.5,4.984375,-4.984375
SV1_0239,97f06ca0350c4794a781215841ed0d7d,0.30859375,-0.76953125,1.078125,-1.078125
SV1_0240,39dd396e679e40ee9c26fb2f54846932,-8.75,-0.2275390625,8.5224609375,-8.5224609375
SV1_0241,00256416b908403cb3e072cb05fd35aa,-6.1875,-5.15625,1.03125,-1.03125
SV1_0242,f3fcde01684f48999b3f52494a045b13,-6.46875,-10.1875,3.71875,-3.71875
SV1_0243,6ea75c3573004a3dacbb35ba30806fe6,-9.125,1.0625,10.1875,-10.1875
SV1_0244,bd250a31a7da421b99eeed6303f3ef3d,-2.8125,-2.421875,0.390625,-0.390625
SV1_0245,4a14108112ef4bf08824dbbde2a2b60e,-2.125,3.328125,5.453125,-5.453125
SV1_0246,1ebbfeb083904de5b9e9da0ed27826c7,-6.9375,-6.875,0.0625,-0.0625
SV1_0247,34d74080e57b4ac0babdcbf69a39796b,-3.453125,-1.921875,1.53125,-1.53125
SV1_0248,ce97c37b15fc412d99a5277600b532f9,-2.46875,-8.5,6.03125,-6.03125
SV1_0249,0c916c0770564acebe8bf9072d4146af,-7.53125,-9.0,1.46875,-1.46875
SV1_0250,b156efbae6c64bc0a1d23b23f8a84710,-2.8125,1.4453125,4.2578125,-4.2578125
SV1_0251,bc2f2fa6a3da45d99911820b9f2e8038,-6.9375,-3.359375,3.578125,-3.578125
SV1_0252,7ae60ed645d447f5bff4eda7a2ac097f,-6.75,-6.5,0.25,-0.25
SV1_0253,4bffe66a913044b0be7d529b40b63e78,-4.8125,-6.5,1.6875,-1.6875
SV1_0254,71ca736a85e9499bbbd1db0ae406d8c3,0.9140625,-0.97265625,1.88671875,-1.88671875
SV1_0255,9898d347a6724a46827e01e4fa95eb13,-3.6875,-5.6875,2.0,-2.0
SV1_0256,0e598145c16f4dcd8e956b546b725af2,-5.09375,0.294921875,5.388671875,-5.388671875
SV1_0257,944c5aa868b84a61a80d50e17649da9f,-7.6875,-6.21875,1.46875,-1.46875
SV1_0258,17ef76af20ee477184bcf39adea4c4b7,-6.125,-9.4375,3.3125,-3.3125
SV1_0259,32fd73c508944176be99df69bcd49975,-7.96875,-6.65625,1.3125,-1.3125
SV1_0260,a542f57c752543509aa3f29ee38b643f,-5.875,-2.84375,3.03125,-3.03125
SV1_0261,d92d835e33374cb491d2db8e98485b0b,-3.0625,-0.8125,2.25,-2.25
SV1_0262,45e94783fb9a4c95babe74a1aeac1d6d,-7.0,-2.65625,4.34375,-4.34375
SV1_0263,f1f62a2240864abeb14d14ecc62552de,-3.9375,-0.326171875,3.611328125,-3.611328125
SV1_0264,0b8e394f3413464f9132543a1ed79d49,-3.6875,-4.09375,0.40625,-0.40625
SV1_0265,bc6965e7bdfb4e2f8f7a9bd510e68719,2.78125,2.4375,0.34375,-0.34375
SV1_0266,ddc639b6f94e4622a942430192ad87d6,-5.625,-8.0,2.375,-2.375
SV1_0267,60c93a311fc84662953b08b871ee2c19,-6.78125,-1.8671875,4.9140625,-4.9140625
SV1_0268,9feb5eb133b44c1d9836431221910b11,-4.71875,-1.328125,3.390625,-3.390625
SV1_0269,b9a6fca3c5514e0daeba23a251b02e90,-4.0625,-0.8046875,3.2578125,-3.2578125
SV1_0270,8bfa0f3582904913a61bc863e08ef0a0,-4.625,-4.90625,0.28125,-0.28125
SV1_0271,4810fbe09f15472a8e44208c4fca8413,-3.59375,-1.6953125,1.8984375,-1.8984375
SV1_0272,9281f20a405041bd963f8c4f0d4fb0ba,-6.96875,-3.796875,3.171875,-3.171875
SV1_0273,01195a42503f492ebbdcd4927a2b3b11,-0.3671875,-0.97265625,0.60546875,-0.60546875
SV1_0274,7dbb1636dc0644bd97f5795c13f73b5b,-8.1875,-9.4375,1.25,-1.25
SV1_0275,697eedee905d4ad9af38a26a3a8613d5,0.5390625,0.921875,0.3828125,-0.3828125
SV1_0276,2b443d3668ec40409bd478bf4a1df5c2,-1.2734375,5.0625,6.3359375,-6.3359375
SV1_0277,69810da7113c468aa8c2a8d222ccb1d9,-4.21875,3.28125,7.5,-7.5
SV1_0278,51b63d484b53460eb65d54b6f6f4345c,2.640625,4.1875,1.546875,-1.546875
SV1_0279,1386e2cfab124cf6ade3e2861d6b3ea6,-6.8125,-7.1875,0.375,-0.375
SV1_0280,9fa29b474810495dad6620ad5cdef289,-4.21875,-1.3125,2.90625,-2.90625
SV1_0281,23763f57852c42ceb3377b9ee60587ef,-8.5625,-7.0,1.5625,-1.5625
SV1_0282,b79007527bfd4c74a441e11e3ee1db8e,-5.75,-2.578125,3.171875,-3.171875
SV1_0283,8830339681a84afc9cab90fd3c9e7384,-3.1875,2.328125,5.515625,-5.515625
SV1_0284,7dc0853b417345c2ba85d5e4233fe2e4,-5.15625,-0.87890625,4.27734375,-4.27734375
SV1_0285,43d107a6656b49f9859f6cb15d4f7d6d,-4.46875,-0.51171875,3.95703125,-3.95703125
SV1_0286,cebe089574f74cc88994226fa90b723c,-5.59375,-0.1435546875,5.4501953125,-5.4501953125
SV1_0287,a498b843a35b4a29b53f629d1bcc4916,-2.640625,-5.46875,2.828125,-2.828125
SV1_0288,f47bdf67a09e4e74880e015e2261b15c,1.5390625,3.3125,1.7734375,-1.7734375
SV1_0289,0c4221c710574c078d7ca7ff2113c8b4,0.5859375,4.8125,4.2265625,-4.2265625
SV1_0290,44d18524cf0e4567882d7fc1be3074f8,-4.5625,-1.609375,2.953125,-2.953125
SV1_0291,e4b06dd4483643999c914dd989b48984,-4.1875,2.671875,6.859375,-6.859375
SV1_0292,da0a77f9bdc24b9799dfe4e26b246d1e,-5.46875,-3.40625,2.0625,-2.0625
SV1_0293,1e8ffc9221914a12b55815f32d8b43dc,-4.125,1.8984375,6.0234375,-6.0234375
SV1_0294,ddddf45c58e14d258502fc957b30ac8f,-8.6875,-6.5,2.1875,-2.1875
SV1_0295,2c7f41e3cd334851aa2efa997d381def,-5.03125,-5.90625,0.875,-0.875
SV1_0296,cd0df349d57c448ca011c0751c1f00f3,-6.90625,2.265625,9.171875,-9.171875
SV1_0297,b9dfbde3dd3043f3b6d1bd2e40442046,-0.546875,0.7421875,1.2890625,-1.2890625
SV1_0298,2f3da5d6b66945ed97456921d5f49072,0.07470703125,4.46875,4.39404296875,-4.39404296875
SV1_0299,daf4a4fe98c34e50b1142c5d83988598,-6.78125,-2.59375,4.1875,-4.1875
SV1_0300,4609c3ea5b69414485cb4eb6edd1c27c,-6.875,-7.21875,0.34375,-0.34375
SV1_0301,4bdbc5f1f16f4d6d8e5cc1f7cca3cd74,-8.0625,-5.875,2.1875,-2.1875
SV1_0302,e2e7053d4af2490a8c90981419dfecf1,-5.15625,-6.71875,1.5625,-1.5625
SV1_0303,cbacd83e8bc94047a3a25f25c126c5ce,4.65625,3.484375,1.171875,-1.171875
SV1_0304,7a166f51278149fb87bedbd8e1161b3b,-4.53125,-0.1767578125,4.3544921875,-4.3544921875
SV1_0305,1129d2d7051743fbb2341873b9e9a2ab,-9.125,-3.140625,5.984375,-5.984375
SV1_0306,6412156953004242a718f5ccf3ac525d,-5.0625,-2.671875,2.390625,-2.390625
SV1_0307,d1ff71672be64e1b8d84100ba978de59,-2.25,-4.125,1.875,-1.875
SV1_0308,d1f2151b85cb4c2fa11c3ecff804e703,-3.09375,0.8125,3.90625,-3.90625
SV1_0309,0e35e087068141818ae470b7e2837160,-4.21875,2.28125,6.5,-6.5
SV1_0310,099d979dbca847238e07469bdcc57f10,-3.109375,-0.703125,2.40625,-2.40625
SV1_0311,eb687d9487c246af9e51f841d0a168e2,-7.09375,-6.78125,0.3125,-0.3125
SV1_0312,f3e42a7bf17946bf8be0bb4e117359ed,-3.5625,-0.74609375,2.81640625,-2.81640625
SV1_0313,b72423d687d5492ca64e2b2dc97e4828,-8.875,-7.25,1.625,-1.625
SV1_0314,7fb592b3ee4e47099baed031ae94da63,-0.6796875,3.25,3.9296875,-3.9296875
SV1_0315,60d571c6ecfa4001b597766a0dd00c5c,-0.72265625,4.59375,5.31640625,-5.31640625
SV1_0316,7a5e180c5f1d47a289ffc756c0df69a8,-1.328125,-1.1484375,0.1796875,-0.1796875
SV1_0317,16ce0cd53b7e413eb332889f5768392c,-6.65625,-2.109375,4.546875,-4.546875
SV1_0318,0aa984c2c76d4cb89be868d2842be9a4,-2.109375,3.3125,5.421875,-5.421875
SV1_0319,265db70a631e453d81414bdda149f65b,-7.0,-6.125,0.875,-0.875
SV1_0320,25c47012f3db47c983b3b94689bc22f5,-11.1875,-9.0,2.1875,-2.1875
SV1_0321,6f26abd7c48e408e9c71cfb5d0f5e74c,-2.671875,4.71875,7.390625,-7.390625
SV1_0322,a639e3727e5a47e2bbff7bcab06ba671,-4.03125,-3.8125,0.21875,-0.21875
SV1_0323,ec752e0fa83d4350be19a8ad47162732,-3.734375,-4.71875,0.984375,-0.984375
SV1_0324,24a91d90365e4763a3d14b3e5588af99,-8.5625,-10.0,1.4375,-1.4375
SV1_0325,146af64c413e4654a604ec90f9f0797b,-1.578125,-1.359375,0.21875,-0.21875
SV1_0326,06617f95eba14fa89f19f85b4d330569,-1.5625,-1.96875,0.40625,-0.40625
SV1_0327,9df99f35205b4a1fa03fd098648f4293,-1.265625,-3.515625,2.25,-2.25
SV1_0328,d16ec9386a9e4c67890a6d2266b67f4e,-7.71875,-5.78125,1.9375,-1.9375
SV1_0329,a31a059857c3456d99007114010bb0c9,-6.96875,1.5703125,8.5390625,-8.5390625
SV1_0330,c047e2fb6b284b47b813d969b7a468dd,-5.125,3.578125,8.703125,-8.703125
SV1_0331,e88061ff2b9b4d60b9ef4038be3e4b9d,-8.25,0.275390625,8.525390625,-8.525390625
SV1_0332,060b61297f23424ebaf0c058bab2beb8,-6.40625,-5.0,1.40625,-1.40625
SV1_0333,4524fe89225f46918ec98acd7ac1af75,-9.0625,-1.90625,7.15625,-7.15625
SV1_0334,478141fd729f4472ac4179829787f16d,-4.125,-2.21875,1.90625,-1.90625
SV1_0335,ed632454376146d886bd49c70b83e34e,-4.21875,-1.984375,2.234375,-2.234375
SV1_0336,f34115e3adcf497f8bb740791c1e9a97,-2.1875,-1.6640625,0.5234375,-0.5234375
SV1_0337,e0969d73f98c4d418a197613b2a1b80d,-1.796875,3.53125,5.328125,-5.328125
SV1_0338,3db87d1532d84ff9b9c048829b40bb90,-3.1875,-2.171875,1.015625,-1.015625
SV1_0339,a2263c379edb47c7957ec479b8c8b76e,-4.40625,-1.0546875,3.3515625,-3.3515625
SV1_0340,5794bcb3dd3342659919430eeb5fff11,-4.3125,-5.59375,1.28125,-1.28125
SV1_0341,b7f4a7b36d7147d59c296141512e37f7,-3.75,-3.6875,0.0625,-0.0625
SV1_0342,7c433c8bb83d4c8fb15a7b4c5d2fbe3a,-5.0625,-4.90625,0.15625,-0.15625
SV1_0343,058275ab5ef443859a3fdfdb83dec228,-2.328125,-9.8125,7.484375,-7.484375
SV1_0344,05bd0f25241a48ffa230cb61b40a5f4f,-3.109375,-0.11474609375,2.99462890625,-2.99462890625
SV1_0345,3914933f1def41b38090bfe39c4a6cbe,-4.5,2.6875,7.1875,-7.1875
SV1_0346,eeeed1db76bb4ee5b3766770c6724e12,-2.015625,1.4453125,3.4609375,-3.4609375
SV1_0347,e03689be45eb4db8bb3bcda978818493,-4.25,-1.84375,2.40625,-2.40625
SV1_0348,fe897efbf7df4142ba8080184792f870,-7.1875,-10.5625,3.375,-3.375
SV1_0349,dc01d070ea4f422dbe9b8ce08a7373c2,-5.875,-7.5625,1.6875,-1.6875
SV1_0350,8bcd18c2d155481c838f643d91288a43,-1.625,3.8125,5.4375,-5.4375
SV1_0351,e7db582e818b41c49179454225b2bc67,-2.59375,1.9140625,4.5078125,-4.5078125
SV1_0352,72cdbc01a7144772909f02aa728934eb,-3.9375,-2.25,1.6875,-1.6875
SV1_0353,bc507e410d924a1981b70e52a9191a97,-4.25,1.6015625,5.8515625,-5.8515625
SV1_0354,f5fd146d03cb408dbb279e63a1284679,-5.84375,-6.25,0.40625,-0.40625
SV1_0355,b1382f469e564c669855d52b3ec8588a,-1.5078125,1.1640625,2.671875,-2.671875
SV1_0356,22b19ba2c7a7417cb426f2723ad0e89a,-3.34375,0.51171875,3.85546875,-3.85546875
SV1_0357,65ed31dfc4144f8883e785e9390073a7,-2.296875,-2.390625,0.09375,-0.09375
SV1_0358,d7aa0f8359f6464dbfce50b36151bd93,-8.5625,-9.25,0.6875,-0.6875
SV1_0359,698c1ae685b2441b9dbe70aa48644d90,-6.6875,1.0625,7.75,-7.75
SV1_0360,fbbbcab0f78c46fcb227e98208e32281,-8.0625,-6.625,1.4375,-1.4375
SV1_0361,942114d7ddb44a76b7d2d6f682140def,-6.28125,-4.59375,1.6875,-1.6875
SV1_0362,9fd960ed3998418c88eaac063d288b0e,-6.15625,-8.1875,2.03125,-2.03125
SV1_0363,9c60e8a0356f40bda23275c03072a613,-7.21875,-1.4765625,5.7421875,-5.7421875
SV1_0364,59115702b36c4ae292d0e56f905ccbea,-4.375,-2.75,1.625,-1.625
SV1_0365,184730ad14db491cae9ce15fb28d0470,-6.78125,-6.375,0.40625,-0.40625
SV1_0366,2275c9a9bf374c058293eafa642043f1,-3.984375,-3.109375,0.875,-0.875
SV1_0367,9194821ee11b40d486379f04d9ee7dc9,-4.96875,-1.703125,3.265625,-3.265625
SV1_0368,bc73298b04e14c41b5ae9559e94e864b,-0.11669921875,-0.0242919921875,0.0924072265625,-0.0924072265625
SV1_0369,e66c640fd045471aa6668143923825f9,-5.09375,1.6015625,6.6953125,-6.6953125
SV1_0370,5329d3263eb849c1b904ce8562fcf4b6,-6.40625,-2.015625,4.390625,-4.390625
SV1_0371,fb924354f34d4b13a065f5cf25c978b5,-6.21875,-3.9375,2.28125,-2.28125
SV1_0372,6bc7d80b0f534361a3202c3a236f470b,-3.9375,-3.796875,0.140625,-0.140625
SV1_0373,f0708f88ebc947e7b0cacb3f2b8fa602,-6.59375,-9.1875,2.59375,-2.59375
SV1_0374,ff5b87b0f56c475aa4dcc5b63fe6652b,-4.78125,-5.625,0.84375,-0.84375
SV1_0375,1ecb3986755843909bff74932462a03e,-1.859375,0.64453125,2.50390625,-2.50390625
SV1_0376,2c6e8855b6924fac9398b62a004a5f16,-5.03125,1.375,6.40625,-6.40625
SV1_0377,1d6cebf01847463baf234e54c97cffb5,-7.15625,-7.46875,0.3125,-0.3125
SV1_0378,d8326c24198b4ab0af5acb0790f996bd,0.3125,1.21875,0.90625,-0.90625
SV1_0379,7c3a8cc5c5194900aff7fb11c10ab1d7,-0.462890625,-0.361328125,0.1015625,-0.1015625
SV1_0380,96cdb8997b634615b14a52c8ad89b28e,-3.125,3.09375,6.21875,-6.21875
SV1_0381,2d1ef4c169c447bb9f8241fd378eba4a,-5.53125,-3.984375,1.546875,-1.546875
SV1_0382,f2ea9ead6bfc4917abdb81a781852167,-3.5,-2.078125,1.421875,-1.421875
SV1_0383,a17860de534744539ee2591c8c4ef972,-7.90625,0.1728515625,8.0791015625,-8.0791015625
SV1_0384,4b6d69da805a4e22b4e16631e0478b52,-0.8125,-1.6640625,0.8515625,-0.8515625
SV1_0385,d93bdc8cb3194743b5571f13cb67a719,0.61328125,2.046875,1.43359375,-1.43359375
SV1_0386,8476e7bb2d354e0581c42d8c64d27fc2,-4.5,-0.416015625,4.083984375,-4.083984375
SV1_0387,3f3c7d6985434fc697c73535a2606bac,-0.5703125,2.84375,3.4140625,-3.4140625
SV1_0388,69671d8276cb4c7b80f7afaf0c46baf3,-6.90625,-4.90625,2.0,-2.0
SV1_0389,a9ceb0fb05be43e4bbaa800f8834f6f2,-2.703125,-2.984375,0.28125,-0.28125
SV1_0390,9fe749cb205e49e49d563adb022df0b2,-8.9375,-7.1875,1.75,-1.75
SV1_0391,ceb9b3f4ed854b4f9ca12ce195354049,-7.59375,0.9453125,8.5390625,-8.5390625
SV1_0392,3135c4aed27046bcb8504574ded74398,-2.546875,-1.6640625,0.8828125,-0.8828125
SV1_0393,16512dba15084185ad2d194fa31f19c9,-6.6875,4.09375,10.78125,-10.78125
SV1_0394,813ffaf1a7f3493483f3cea252ec2c3f,-11.0,-8.5,2.5,-2.5
SV1_0395,05fbac0ea0524bcbbbb69625212a9e3e,-3.65625,-5.25,1.59375,-1.59375
SV1_0396,fb4d34e7833c4dc79219af6fafce18ab,-5.96875,-0.51171875,5.45703125,-5.45703125
SV1_0397,29425314120c48f2bb424fd1eeef23bd,-2.6875,-2.59375,0.09375,-0.09375
SV1_0398,0862a75f22224642b21811c87d908fb6,-5.28125,-3.015625,2.265625,-2.265625
SV1_0399,6efddf36c79648419f0a2747ef9a172b,-8.375,-10.0625,1.6875,-1.6875
SV1_0400,3f89952311154e12bc596bf0d3c6aab0,-3.125,-0.99609375,2.12890625,-2.12890625
